"","Date","^GSPC","BHP","GOLD","VALE","GOOG","T","NFLX","AMZN","MCD","TSLA","WMT","KO","COST","XOM","CVX","TRP","BRK-B","V","JPM","JNJ","AMGN","CVS","UNP","BA","GE","DLR","BXP","O","MSFT","AAPL","NVDA"
"11","2012-11-01",1416.180054,49.8531,30.954325,14.091496,347.881042,22.733809,11.672857,252.050003,69.264191,33.82,59.914051,29.936245,83.095901,67.380089,78.911942,29.518799,88.080002,33.382034,33.351875,56.537994,74.077873,39.299225,50.572971,61.391335,16.137865,46.1409,85.042564,28.862207,22.333174,72.889748,11.016941
"12","2012-12-01",1426.189941,54.268185,31.567398,16.945368,352.369232,22.454048,13.227143,250.869995,70.825584,33.869999,56.761124,28.814198,79.173431,66.578835,81.437378,30.372461,89.699997,34.115139,35.698185,57.340614,72.212906,40.853951,52.375179,62.666809,16.030935,48.535881,87.677635,28.63909,22.592806,66.578217,11.356651
"13","2013-01-01",1498.109985,54.475788,28.781244,16.306679,376.434021,23.173435,23.605715,265.5,76.510269,37.509998,58.514523,29.60113,87.874092,69.209679,86.716454,30.691332,96.93,35.539783,38.198765,60.465313,71.592964,43.262096,54.766479,61.427792,17.177725,49.082241,87.778648,31.227413,23.218744,56.985012,11.356651
"14","2013-02-01",1514.680054,51.804588,27.266451,15.352696,399.104065,24.227526,26.868572,264.269989,77.000061,34.830002,59.208817,30.777542,86.972527,68.886566,88.222565,30.134113,102.160004,35.704075,39.989815,62.256718,76.694786,43.381809,57.120277,63.947449,17.902451,48.41008,86.611374,32.771862,23.514791,55.22226,11.727177
"15","2013-03-01",1569.189941,47.354904,26.681236,13.978312,395.612152,24.753767,27.040001,266.48999,80.68882,37.889999,62.596741,32.144718,91.354401,69.760208,90.176865,31.028227,104.199997,38.549313,38.796337,67.223625,86.34407,46.666004,59.949459,71.848503,17.977097,48.359489,84.260147,32.68821,24.400293,55.702641,11.957563
"16","2013-04-01",1597.569946,47.243305,17.88732,13.816619,410.745422,25.273268,30.867144,253.809998,82.671844,53.990002,65.433693,33.890606,93.351776,68.89315,92.597839,32.38842,106.32,38.236088,40.063396,70.274376,87.775978,49.373131,62.285797,76.501724,17.331726,51.556828,91.830399,36.887859,28.22963,55.717735,12.833643
"17","2013-05-01",1630.73999,45.907948,19.166931,11.695844,433.983337,23.88958,32.32143,269.200012,78.163506,97.760002,63.008984,32.017139,94.384903,70.038895,93.159485,29.994131,114.07,40.433201,44.903797,69.408607,84.676323,49.058041,65.089424,82.870583,18.132601,44.530998,89.438766,33.013405,29.764772,56.592308,13.486042
"18","2013-06-01",1606.280029,40.52438,14.435204,10.68058,438.541229,24.169514,30.155714,277.690002,80.758133,107.360001,63.090469,32.113205,95.459854,70.429863,90.536858,28.201674,111.919998,41.785439,43.423183,71.325996,83.468231,48.717247,65.519485,86.173729,18.031523,44.596802,88.507278,30.566113,29.664309,50.228096,13.151752
"19","2013-07-01",1685.72998,44.087658,15.563239,11.14354,442.217468,24.080751,34.925713,301.220001,80.007668,134.279999,66.01252,32.310997,101.373741,73.080261,96.313026,30.232508,115.870003,40.472996,45.841522,77.672707,91.615402,52.389355,67.349861,88.411346,19.106487,40.945026,90.321114,31.790516,27.345446,57.321556,13.526445
"20","2013-08-01",1632.969971,44.474205,17.562525,11.703967,421.868744,23.391365,40.558571,280.980011,76.973106,169,61.811565,30.779278,96.582207,67.943207,92.135834,28.84387,111.220001,39.880798,41.867287,71.78289,92.165298,49.641735,65.205246,87.418716,18.142141,41.174606,86.563019,29.045628,28.685232,61.715725,13.81683
"21","2013-09-01",1681.550049,46.737274,17.119862,12.67862,436.31958,23.384447,44.172855,312.640015,79.116272,193.369995,63.02198,30.537434,99.689819,67.533699,93.722336,29.055473,113.510002,44.018837,42.828419,72.558067,95.10083,48.530037,66.65535,99.292244,18.73016,39.323223,90.2789,29.364138,28.783575,60.788208,14.649078
"22","2013-10-01",1756.540039,50.592823,17.827835,13.011626,513.365784,25.030071,46.068573,364.029999,79.371208,159.940002,65.399345,32.13184,102.139442,70.343697,92.534431,30.144285,115.089996,45.301853,42.704144,77.513016,98.686668,53.241932,64.964714,110.277786,20.658394,35.818108,87.945259,30.90449,30.625797,66.647102,14.300739
"23","2013-11-01",1805.810059,48.825035,15.161475,12.483828,527.816589,24.672091,52.257141,393.619995,80.070183,127.279999,69.029327,32.635292,108.570755,73.373444,94.447433,29.663153,116.529999,46.865891,47.759655,79.228813,96.936249,57.479759,69.530273,113.446663,21.069345,35.502464,84.537918,28.39797,32.978317,70.901947,14.686739
"24","2013-12-01",1848.359985,48.810722,16.309538,12.426786,558.262512,24.63706,52.595715,398.790009,80.454208,150.429993,67.052475,33.779758,103.283821,79.97345,97.161812,30.511812,118.559998,51.710411,48.811333,77.194458,97.340492,61.437065,72.793968,115.759911,22.152061,36.915359,85.285652,27.950935,32.600952,71.950768,15.163831
"25","2014-01-01",1782.589966,45.769009,17.835957,11.082251,588.279968,23.34774,58.475716,358.690002,78.082794,181.410004,64.005928,30.925936,97.504372,72.829567,86.831894,29.322058,111.599998,50.026825,46.207176,74.564835,101.495903,58.13216,75.497749,106.235519,20.027372,38.971069,92.42308,30.831535,32.975685,64.201897,14.860933
"26","2014-02-01",1859.449951,49.311718,18.853563,11.546725,605.555237,22.672159,63.66143,362.100006,78.895386,244.809998,64.023079,31.23667,101.357323,76.077477,89.709976,29.720304,115.779999,52.467442,47.735973,77.641144,105.821953,63.295341,78.158226,109.339638,20.298334,41.393871,96.134018,33.735123,33.385273,67.490189,17.397705
"27","2014-03-01",1872.339966,48.502975,16.533772,11.26967,555.445007,24.901735,50.290001,336.369995,81.975845,208.449997,65.505806,31.612814,97.176262,77.738464,93.316261,30.726059,124.970001,50.490025,51.004055,83.386559,105.778099,64.783829,82.149246,107.030876,20.820604,40.568439,97.929634,31.159018,35.988625,69.248878,17.029367
"28","2014-04-01",1883.949951,51.369331,16.199949,10.772598,525.218018,25.349079,46.005714,304.130005,84.777206,207.889999,68.757721,33.618816,100.656799,81.502838,98.503563,31.813448,128.850006,47.390831,47.030254,85.984161,95.838379,62.931892,83.361855,110.041626,21.624798,41.459236,100.744255,33.282955,35.470604,76.131958,17.561832
"29","2014-05-01",1923.569946,49.432243,14.938816,10.682588,558.357056,25.516491,59.689999,312.549988,84.819046,207.770004,66.22168,33.717724,100.952621,80.006638,96.361153,31.827099,128.339996,50.249107,46.980053,86.128479,99.47464,68.03125,87.231628,115.355225,21.54438,44.642429,103.788765,33.307529,35.944717,81.668098,18.065769
"30","2014-06-01",1960.22998,49.847328,17.023005,11.084756,573.704895,25.437359,62.942856,324.779999,84.921059,240.059998,65.156197,34.9128,100.511162,80.670013,103.325462,32.557114,126.559998,49.660133,48.713165,89.429932,102.073059,65.468773,87.332283,109.123833,21.134237,45.279057,101.63868,34.314137,36.870274,84.395966,17.709583
"31","2014-07-01",1930.670044,51.769863,16.818352,12.023149,570.034973,25.602816,60.388573,312.98999,79.711487,223.300003,63.862957,32.626064,102.588387,79.275826,102.288635,34.579464,125.43,49.730824,48.755451,85.557663,109.851189,66.328728,86.456551,103.334412,20.399065,50.713867,103.29837,33.394192,38.161182,86.820778,16.716169
"32","2014-08-01",2003.369995,49.978413,17.10672,10.942323,570.034973,25.474937,68.234283,339.040009,79.003395,269.700012,65.529396,34.643921,105.998444,79.692497,102.454857,37.067646,137.25,50.0867,50.611645,88.669167,120.190437,69.260063,92.577354,108.755005,21.072279,51.391212,105.002022,34.832493,40.168255,93.087128,18.578825
"33","2014-09-01",1972.290039,42.878178,13.674471,9.22473,575.779175,25.678972,64.454285,322.440002,81.311699,242.679993,66.808556,35.42448,109.71032,75.882668,95.240005,35.516834,138.139999,50.672558,51.284199,91.730186,121.704857,69.382103,95.801346,109.914108,20.780279,49.130791,100.107338,31.901827,41.246563,91.95295,17.701578
"34","2014-10-01",2018.050049,44.087574,11.072028,8.453907,557.549255,25.387495,56.110001,305.459991,80.38549,241.699997,66.633827,35.030128,116.757637,78.028847,95.742867,34.288403,140.160004,57.336433,51.488522,92.75428,140.524612,74.804352,102.896759,107.782799,21.118326,55.023205,110.241783,36.159863,41.771484,98.569885,18.74736
"35","2014-11-01",2067.560059,38.294781,11.090686,7.643914,540.346497,26.121086,49.512856,338.640015,83.026978,244.520004,76.479935,37.497646,124.41777,73.050674,86.898926,33.502319,148.690002,61.316723,51.561157,93.158783,143.23671,79.911316,103.179512,115.937065,21.674715,56.044067,112.755379,36.643787,42.536636,108.54554,20.119349
"36","2014-12-01",2058.899902,35.097984,10.106506,6.939759,524.95874,24.79952,48.80143,310.350006,81.070152,222.410004,75.029678,35.558628,124.416084,75.13028,90.3713,34.156231,150.149994,62.751484,53.635265,90.577896,138.547913,84.24099,105.693405,112.812035,20.676481,52.877785,111.929092,37.778805,41.587284,101.178932,19.318083
"37","2015-01-01",1994.98999,34.363682,12.014993,5.96412,533.056519,24.304863,63.114285,354.529999,79.979988,203.600006,74.658157,34.674278,125.504517,71.042595,82.597336,31.248772,143.910004,61.006798,46.607315,86.740662,132.433319,85.859169,103.98996,126.169312,19.7388,58.885365,121.305183,43.164658,36.17065,107.393768,18.499109
"38","2015-02-01",2104.5,38.954903,12.24063,6.294989,556.871094,25.877657,67.844284,380.160004,85.569275,203.339996,73.735695,36.468235,128.988983,71.952782,85.940552,30.79212,147.410004,64.931747,52.85894,88.793541,137.182358,91.176819,106.695938,130.925522,21.4739,53.589401,120.090363,39.923775,39.259472,117.751808,21.254705
"39","2015-03-01",2067.889893,34.467525,10.345054,4.793355,546.499573,24.447504,59.527142,372.100006,85.038704,188.770004,72.259735,34.152115,137.709122,69.595909,85.401924,30.012306,144.320007,63.075241,52.255142,87.749092,139.771088,90.597473,96.526505,131.062851,20.694986,53.25034,122.77343,41.304733,36.662495,114.507881,20.24361
"40","2015-04-01",2085.51001,39.063431,12.289474,6.515568,537.340027,25.937561,79.5,421.779999,84.261971,226.050003,68.98175,34.443993,130.028305,71.536407,90.34803,33.000362,141.210007,63.692398,54.566849,86.527924,138.074799,87.156525,94.672798,125.17688,22.588484,51.874245,116.17099,37.738583,43.857941,115.170479,21.471954
"41","2015-05-01",2107.389893,33.991043,11.194554,5.519524,532.109985,26.23452,89.151428,429.230011,83.720886,250.800003,65.640892,34.78368,129.964737,69.759659,83.791176,30.832094,143,66.228523,57.117687,87.347847,136.632019,90.180145,89.931602,122.714241,22.746967,54.025791,114.169106,36.755795,42.252941,119.891411,21.404249
"42","2015-06-01",2063.110107,31.005497,10.105036,5.160316,520.51001,26.978874,93.848572,434.089996,83.69136,268.26001,63.084606,33.314541,123.101463,68.685532,79.260979,28.877092,136.110001,64.866447,58.836956,85.630119,134.897919,92.382233,85.451027,121.91864,22.163071,54.549347,106.275681,35.950726,40.0681,115.910301,19.540529
"43","2015-07-01",2103.840088,29.223312,6.692452,4.608365,625.609985,26.386435,114.309998,536.150024,87.908081,266.149994,64.018486,35.173382,132.434784,65.391632,72.696312,27.996269,142.740005,72.777939,59.50555,88.04631,155.169479,99.067795,87.440147,126.708534,21.963678,53.274452,108.816284,39.27533,42.382339,112.09375,19.385059
"44","2015-08-01",1972.180054,28.050426,6.588177,4.380575,637.609985,25.7372,115.029999,512.890015,85.68087,249.059998,57.570385,33.666447,127.649628,62.114201,66.542419,24.909559,134.039993,68.87532,56.022709,82.572525,133.369003,90.483124,76.822594,114.852417,21.888283,52.486984,100.077782,37.855999,39.496338,104.349785,21.843416
"45","2015-09-01",1920.030029,24.082386,6.047361,4.363052,608.419983,25.075296,103.260002,511.890015,87.501419,248.399994,58.061989,34.35141,132.131714,61.953758,65.62542,23.091927,130.399994,67.401352,53.287121,82.646431,122.107063,85.252068,79.736366,115.823997,21.223146,54.144821,104.508812,38.856293,40.432808,102.389992,24.052742
"46","2015-10-01",2079.360107,25.966454,7.311981,3.819861,710.809998,25.791077,108.379997,625.900024,99.685722,206.929993,51.256454,36.574932,144.515884,68.944901,75.609001,24.953106,136.020004,75.064552,56.153805,89.445831,139.63916,87.284409,80.584152,130.966507,24.563358,62.162323,111.708122,40.719891,48.088177,110.930237,27.682606
"47","2015-11-01",2080.409912,21.063698,6.979186,3.010933,742.599976,26.285101,123.330002,664.799988,101.381943,230.259995,52.689198,36.808113,147.531982,68.044983,75.97506,23.467356,134.089996,76.448166,58.698101,89.63176,142.216949,83.422279,75.713921,128.649109,25.429705,60.607433,110.944763,41.005974,49.650314,109.816284,30.951441
"48","2015-12-01",2043.939941,20.337362,7.055409,2.939457,758.880005,26.862793,114.379997,675.890015,105.739052,240.009995,54.892044,37.386284,147.986633,65.51976,75.75766,24.210236,132.039993,75.17038,58.1259,91.612457,144.028152,86.685066,70.988464,128.679169,26.457424,63.557537,113.208229,42.83152,51.024227,98.129669,32.28352
"49","2016-01-01",1940.23999,17.297812,9.474132,2.188957,742.950012,28.150904,91.839996,587,110.787041,191.199997,59.920837,37.351475,138.475143,65.435707,72.818642,26.081581,129.770004,72.204269,52.377575,93.146477,135.510483,85.638832,65.360229,106.910767,24.908575,68.890076,103.671249,46.452629,50.665543,90.746178,28.688843
"50","2016-02-01",1932.22998,17.850456,13.279081,2.626749,697.77002,29.251614,93.410004,552.52002,104.888794,191.929993,59.902771,37.534229,137.476395,67.36895,70.266998,27.696585,134.169998,70.168701,49.893093,93.833183,126.238663,86.539986,71.587593,105.175369,24.942804,68.02121,101.824623,48.918667,46.793667,90.140213,30.71636
"51","2016-03-01",2059.73999,20.447891,13.002008,3.761433,744.950012,31.009079,102.230003,593.640015,113.339783,229.770004,61.844154,40.371281,144.786102,70.898094,81.357826,29.666298,141.880005,74.431992,52.480804,97.199219,133.951157,92.382347,72.713295,114.0168,27.437738,76.124908,113.368416,52.409218,51.158993,102.158356,35.02586
"52","2016-04-01",2065.300049,25.043905,18.545572,5.065873,693.01001,30.732004,90.029999,659.590027,114.070244,240.759995,60.828354,39.291607,136.103333,74.977768,87.13987,31.78381,145.479996,75.171616,56.007893,100.684746,141.429123,89.505699,79.733276,121.076614,26.540123,76.475792,115.557594,49.791683,46.19408,87.864235,34.927559
"53","2016-05-01",2096.949951,21.551821,16.056238,3.511266,735.719971,31.377563,102.57,722.789978,110.075211,223.229996,64.385086,39.116196,137.095642,75.503632,86.13356,31.76083,140.539993,76.826111,58.270561,101.232735,141.11647,86.253082,76.954521,113.307243,26.091318,82.969017,112.661018,50.709976,49.09338,93.600647,45.927826
"54","2016-06-01",2098.860107,22.822395,20.488911,4.520867,692.099976,34.631527,91.480003,715.619995,108.524094,212.279999,66.909019,39.756439,144.71669,80.175171,90.344849,34.641209,144.789993,72.311646,55.476215,109.745323,136.829498,85.618141,80.284126,117.600014,27.170181,94.738541,118.283745,58.728054,47.729782,90.153221,46.33292
"55","2016-07-01",2173.600098,23.725384,20.978338,5.137349,768.789978,34.695644,91.25,758.809998,106.87809,234.789993,66.863213,38.55891,154.097839,76.078316,88.319572,35.97097,144.270004,76.094444,57.109982,113.300957,154.707718,82.917427,85.621086,121.031937,27.088551,91.588585,128.116028,60.692142,52.869335,98.272682,56.27758
"56","2016-08-01",2170.949951,23.973104,16.323948,4.708492,767.049988,33.130959,97.449997,769.159973,105.070305,212.009995,65.461258,38.382164,149.370392,74.530228,86.682121,35.272514,150.490005,78.873047,60.730537,107.972038,152.936081,83.893593,87.903061,117.219696,27.175537,86.880257,126.313232,55.97821,53.596901,100.055,60.456516
"57","2016-09-01",2168.27002,27.937349,17.023996,4.913985,777.289978,32.912136,98.550003,837.309998,105.612213,204.029999,66.536728,37.401173,140.919937,75.28656,89.633369,37.366497,144.470001,80.767868,59.911797,107.590302,150.885376,79.932449,90.26532,120.281921,25.766304,85.153008,122.851814,57.173748,54.062355,107.186554,67.657547
"58","2016-10-01",2126.149902,28.235668,16.899103,6.182688,784.539978,29.81624,124.870003,789.820007,103.057968,197.729996,64.599304,37.778019,136.632553,71.870689,91.227119,36.007473,144.300003,80.582314,62.314026,105.64122,127.684097,75.540161,81.611771,130.04216,25.519495,82.674759,109.114197,50.753666,56.239861,107.651123,70.264328
"59","2016-11-01",2198.810059,30.267479,14.430049,7.585406,758.039978,31.688675,117,750.570007,109.191818,189.399994,64.977562,35.951485,138.702332,75.303795,97.157959,35.64962,157.440002,75.513557,72.654205,101.369682,130.316269,69.405418,93.78228,137.465042,26.975246,81.701385,112.193428,47.660904,56.558979,104.78775,91.039482
"60","2016-12-01",2238.830078,28.848436,15.373175,6.808104,771.820007,33.124222,123.800003,768.659973,112.301353,213.690002,63.768974,37.737988,148.39769,78.546463,103.531509,35.904095,162.979996,76.357567,77.475471,105.655914,133.14534,71.228798,96.529221,144.337631,27.711889,86.948746,113.914207,49.592438,58.717522,110.376678,105.554268
"61","2017-01-01",2278.870117,33.290997,17.739759,9.149951,796.789978,34.584377,140.710007,823.47998,113.085571,251.929993,62.013908,37.35162,151.956802,73.003128,97.945915,38.373901,164.139999,80.947617,76.696121,103.858459,142.679779,71.138527,99.229202,151.513748,26.249582,96.11689,119.271141,51.63382,61.089279,115.646774,107.967178
"62","2017-02-01",2363.639893,30.493235,17.874443,9.30275,823.210022,34.679291,142.130005,845.039978,117.772491,249.990005,65.907211,37.702045,164.21904,70.766663,98.957466,37.374325,171.419998,86.066208,82.578964,112.075424,160.756088,73.175987,100.495415,167.098999,26.346807,96.447304,126.678886,53.251156,60.456188,130.551743,100.352707
"63","2017-03-01",2362.719971,29.283819,18.296749,8.538755,829.559998,34.480122,147.809998,886.539978,120.460999,278.299988,66.975777,38.133331,155.841858,72.019707,95.34903,37.504345,166.679993,87.14193,80.045654,114.977173,150.439941,71.287109,99.177078,165.385056,26.556517,95.009514,120.647003,51.903343,62.609928,137.501846,107.855911
"64","2017-04-01",2384.199951,29.317938,16.109617,7.711845,905.960022,32.886818,152.199997,924.98999,130.052521,314.070007,70.369904,39.113495,164.97731,71.70356,94.754036,38.253399,165.210007,89.446236,79.28019,113.980186,149.752274,74.865089,104.832558,172.837936,25.834677,103.481895,116.015739,51.056885,65.081627,137.492264,103.271561
"65","2017-05-01",2411.800049,28.897932,15.936186,7.775663,964.859985,32.355934,163.070007,994.619995,140.238846,341.01001,73.571098,41.216476,167.681686,70.693665,91.894562,38.261639,165.279999,93.378265,75.724319,118.392799,142.34346,70.219238,103.278244,175.456284,24.399916,106.500565,111.177177,48.236252,66.393517,146.211731,142.926636
"66","2017-06-01",2423.409912,29.309704,15.38565,8.128681,908.72998,31.684122,149.410004,968,142.348648,361.609985,71.311958,40.654469,155.086182,71.565117,93.59185,39.266571,169.369995,92.119621,84.250801,122.932129,159.063751,73.536896,102.542267,186.335297,24.070181,101.778809,112.735039,48.641781,65.90403,138.415375,143.285339
"67","2017-07-01",2470.300049,34.308575,16.352694,9.317789,930.5,32.75061,181.660004,987.780029,145.092758,323.470001,75.373199,41.893814,153.709213,70.953453,97.951645,42.668056,174.970001,97.797295,84.619514,123.331711,161.169434,73.052513,96.940147,228.464523,23.223152,104.782021,111.477074,50.486973,69.50853,142.942078,161.077026
"68","2017-08-01",2471.649902,35.823883,17.3971,10.283941,939.330017,31.86701,174.710007,980.599976,149.60997,355.899994,73.564018,41.628777,151.992813,67.664635,96.543221,42.400955,181.160004,101.687157,84.241516,123.006477,164.180237,71.144997,99.143326,225.826126,22.261946,107.507401,111.191254,51.115944,71.487656,157.617828,167.945953
"69","2017-09-01",2519.360107,33.377975,15.58618,9.354949,959.109985,33.321693,181.350006,961.349976,147.402359,341.100006,74.093117,41.135265,159.823517,73.377625,106.465401,41.257477,183.320007,103.543198,88.523582,121.581924,173.357971,74.806213,109.824997,240.964951,21.926428,107.498314,113.293365,50.976055,71.599403,148.703979,177.349686
"70","2017-10-01",2575.26001,34.413036,13.997532,9.094831,1016.640015,28.62587,196.429993,1105.280029,157.026596,331.529999,82.788193,42.356125,156.700775,74.603867,105.006584,40.133656,186.940002,108.206772,93.250526,130.372574,162.916519,63.040691,109.654541,244.538559,18.471134,108.427933,112.412453,48.014561,79.952187,163.09967,205.166885
"71","2017-11-01",2584.840088,34.891693,13.348512,9.940213,1021.409973,31.336899,187.580002,1176.75,161.787003,308.850006,92.194443,42.162678,179.416,74.550163,107.815468,40.598564,193.009995,110.774681,97.440788,130.297745,163.325623,70.927925,119.797043,262.377899,16.757788,106.835007,116.308563,49.667183,80.903763,165.810959,209.928772
"72","2017-12-01",2673.610107,38.620193,14.046644,11.361572,1046.400024,33.490341,191.960007,1169.469971,162.893448,311.350006,93.635727,42.610512,181.597305,75.556274,114.495079,41.114178,198.220001,112.380394,99.696892,131.462616,162.794495,67.131523,127.709221,281.04715,15.988158,104.271706,120.622131,51.40847,82.633545,163.869995,192.096024
"73","2018-01-01",2823.810059,41.164639,13.95928,12.28966,1169.939941,32.258572,270.299988,1450.890015,161.965988,354.309998,101.61187,44.198658,190.134689,78.862549,114.641426,39.423981,214.380005,122.443581,107.835609,130.023041,174.168549,72.863159,127.13781,337.712097,15.027401,103.319824,115.475021,48.134441,91.781754,162.127014,244.016541
"74","2018-02-01",2713.830078,39.048466,11.182956,12.890531,1104.72998,31.682135,291.380005,1512.449951,149.284286,343.059998,85.798172,40.140068,186.261124,68.419807,102.358711,37.009224,207.199997,121.172127,108.238037,122.20417,172.03418,63.104511,124.042686,345.183502,13.112963,92.881721,110.957214,44.692162,90.583893,172.478439,240.244095
"75","2018-03-01",2640.870117,37.310184,12.115486,11.942285,1031.790039,31.114826,295.350006,1447.339966,148.933456,266.130005,84.806839,40.335106,184.34314,68.088219,105.335869,35.373692,199.479996,118.105148,103.05574,121.348495,160.799286,57.961479,128.700424,314.009766,12.635339,97.256317,115.017647,47.218929,88.583,163.128311,230.052521
"76","2018-04-01",2648.050049,40.222336,13.108082,13.140098,1017.330017,28.540102,312.459991,1566.130005,159.466827,293.899994,84.823418,40.485035,192.88382,70.953751,115.560951,36.97612,193.729996,125.273178,101.940552,119.776611,164.572174,65.061096,127.934502,319.449463,13.188369,98.483833,114.083214,46.301666,90.766754,160.678177,223.406937
"77","2018-05-01",2705.27002,42.829262,12.835605,12.912235,1084.98999,28.609934,351.600006,1629.619995,152.390625,284.730011,79.146782,40.28828,193.940369,74.138672,114.812782,36.436073,191.529999,129.064575,100.790375,113.271225,169.420273,59.512711,136.675369,337.262634,13.197744,100.151779,114.421471,49.068554,95.930138,181.689041,250.515747
"78","2018-06-01",2718.370117,43.027145,12.806039,12.171679,1115.650024,28.42404,391.429993,1699.800049,149.228714,342.950012,82.646347,41.094044,205.04361,76.263695,117.798531,37.629414,186.649994,130.982773,98.143684,115.75209,175.451904,60.413986,136.332291,322.91983,12.757192,103.972229,117.851212,49.72279,96.12175,180.671844,235.472794
"79","2018-07-01",2816.290039,44.962986,10.913904,13.918629,1217.26001,28.300108,337.450012,1777.439941,150.991287,298.140015,86.100807,44.078457,214.590332,75.139053,117.649445,39.796528,197.869995,135.225281,108.268875,126.417244,186.819809,60.892799,144.232407,342.929688,12.893913,114.231697,118.719009,51.762794,103.403252,185.727646,243.384842
"80","2018-08-01",2901.52002,41.332214,10.162904,12.532462,1218.189941,28.712856,367.679993,2012.709961,155.486343,301.660004,92.498291,42.13118,228.738708,73.903778,110.372643,37.715954,208.720001,145.262848,108.506859,128.48732,189.918427,71.174347,144.93486,329.926666,12.241176,116.922386,123.37207,54.578453,109.495544,222.172409,278.989075
"81","2018-09-01",2913.97998,42.880882,10.837233,14.457977,1193.469971,30.187157,374.130005,2003,161.336945,264.769989,91.142998,43.662537,231.027847,79.18309,115.024162,36.342899,214.110001,148.650482,106.859077,132.68544,198.369156,74.466286,157.519531,359.712952,10.680284,105.820976,116.411407,53.213345,111.913086,221.100433,279.479797
"82","2018-10-01",2711.73999,40.830269,12.275024,14.711285,1076.77002,27.580166,301.779999,1598.01001,170.60495,337.320007,97.325287,45.645042,224.880341,74.209702,105.024925,34.468674,205.279999,136.527893,103.241554,134.433197,184.493164,68.47834,141.451233,343.231323,9.649299,97.951714,115.108757,56.597786,104.515488,214.361847,209.6745
