"Ob","RealWage","WageNew"
164,6117,3753.09152391002
165,2406,4578.40111125956
166,3215,3753.0915235736
167,337,4578.40111125205
168,25503,11432.6714790114
169,9509,17213.2173178946
170,2581,4578.40111125481
171,1905,3753.0915235737
172,4778,4053.48996993966
173,3028,4578.40111125306
174,49852,11432.6714790114
175,11861,3753.09152357974
176,5324,3753.09152361912
177,2431,3753.09152357974
178,2510,11432.6714790114
179,12774,3753.09152448811
180,1203,3753.09152357359
181,1283,4053.48996993966
182,8104,4578.40111140303
183,11778,4578.40111949556
184,4230,3753.09152357358
185,687,4578.40111125205
186,42558,11432.6714790114
187,5860,3753.09152357442
188,3136,4053.48996992822
189,1761,4578.40113366023
190,23711,17213.2156567393
191,3694,3753.09152357389
192,1234,3753.09152357362
193,5078,4578.40111127248
194,33619,17213.2158547539
195,1328,11432.6714790114
196,14357,3753.09152391002
197,3619,3753.09152357974
198,3808,3753.09152359033
199,4819,4053.48996992161
200,13488,4578.40111428467
201,1475,11432.6714790114
202,1710,4053.48996992158
203,31159,3753.09252647908
204,24389,18730.5773623358
205,3677,3753.09152359033
206,8149,3753.09152369735
207,11309,4053.4899709093
208,2477,4578.40111125481
209,1837,3753.09152357389
210,14110,4578.40117216381
211,1758,4053.48996997075
212,1634,3753.09152359033
213,11649,48985.6713475397
214,6101,3753.09152369735
215,11646,48985.6713475328
216,1446,3753.09152357442
217,4921,4578.40111125956
218,3585,4578.40111125956
219,1472,4578.40111166247
220,1380,11432.6714790114
221,41864,18730.5785262673
222,4823,4053.48997028493
223,3884,3753.09152361912
224,1251,11432.6714790114
225,1334,4053.48996992169
226,9303,4578.40111949556
227,2402,11432.6714790114
228,24483,4053.49002384983
229,2660,4578.40111125956
230,6130,3753.09152361912
231,7383,4053.4899709093
232,39190,17213.2158547539
233,9683,17213.2156259554
234,1716,3753.09152357358
235,1201,11432.6714790114
236,40744,3753.09153033111
237,10586,4053.48997005525
238,11974,4578.40111127248
239,6141,3753.09152448811
240,6819,3753.09152391002
241,5596,3753.09152361912
242,3952,17213.2156257466
243,26498,69589.2792489095
244,2004,4053.4899699219
245,6983,4053.48996997075
246,1313,4053.48996992161
247,1649,3753.09152357389
248,4743,4578.40111125956
249,2452,3753.09152357974
250,25733,17213.2156567393
251,48431,4053.4901165138
252,7322,11432.6714790114
253,1764,4578.40111125306
254,4262,3753.09152357585
255,1855,3753.09152357358
256,11548,3753.09152357585
257,21146,4053.4899726065
258,14303,4053.48996997075
259,28946,3753.09152605954
260,6052,4053.48996992169
261,1294,3753.09152448811
262,5087,4578.40111125306
263,3096,3753.09152357442
264,2146,11432.6714790114
265,1378,3753.09152361912
266,6107,3753.09152357974
267,1230,3753.09152357362
268,1304,4578.40111125205
269,2126,3753.09152357358
270,9859,4578.40111949556
271,3547,11432.6714790114
272,1510,3753.09152357442
273,7184,3753.09152605954
274,11806,3753.09152605954
275,2122,4578.40111125219
276,5312,4053.48996992157
277,10218,3753.09152357442
278,2913,4578.40111125242
279,2541,4578.40111127248
280,1326,4578.40111125219
281,13110,3753.09152391002
282,53176,18730.5785262673
283,1392,4578.40111125306
284,1272,4053.48996992169
285,3153,3753.09152357389
286,1272,17213.2156257466
287,5170,3753.09152361912
288,1664,4578.40111125206
289,1639,4053.48996992157
290,3476,3753.09152359033
291,10718,4053.4899709093
292,1610,3753.09152357442
293,6485,4053.48997005525
294,2658,11432.6714790114
295,2570,3753.09152357359
296,13216,4053.48997721997
297,1263,11432.6714790114
298,5866,3753.09152361912
299,4644,3753.09152361912
300,3189,4578.4011112521
301,4926,4578.40111140303
302,3184,4053.48996992161
303,1635,4053.48996992169
304,2309,4578.40111125219
305,3477,3753.0915235737
306,4883,11432.6714790114
307,1524,3753.09152357358
308,9039,4578.40111140303
309,1311,3753.09152357585
310,2679,4578.40111125956
311,1252,3753.09152357389
312,5210,11432.6714790114
313,1265,3753.0915235736
314,25686,4578.40443692301
315,1844,3753.0915235737
316,24319,4578.4012768274
317,1449,3753.09152357358
318,1771,4053.48996992157
319,2364,11432.6714790114
320,22127,4053.4899709093
321,2173,3753.09152357358
322,2597,3753.0915235736
323,9213,4578.40111140303
324,4661,3753.09152359033
325,2338,3753.09152357389
326,1716,3753.09152357358
327,1616,3753.09152357442
328,12805,69589.2792489095
329,6415,17213.2156257471
330,9655,3753.09153033111
331,1538,3753.09152357359
332,2248,3753.09152357389
333,25989,17213.2156371482
334,1406,3753.09152357358
335,1606,3753.09152357358
336,1788,4053.48996992157
337,1220,3753.09152357358
338,2411,3753.09152357358
339,1620,4578.4011112521
340,1998,3753.09152357358
341,9709,17213.2156371482
342,4707,3753.09152357974
343,2153,3753.09152357358
344,1228,3753.09152357358
345,2786,4053.48997028493
346,2328,11432.6714790114
347,1556,3753.09152357358
348,453,4578.40111127248
349,1168,3753.09152357358
350,30146,17213.216248253
351,3849,3753.09152605954
352,24257,4578.40111140303
353,2396,3753.09152361912
354,13529,4053.49002384983
355,3061,3753.09152357389
356,10366,4053.4901165138
357,1151,3753.09152357442
358,21476,4578.40111236768
359,7334,11432.6714790114
360,4813,4053.48996992158
361,9687,18730.576689519
362,3316,3753.09152359033
363,11504,4053.4899709093
364,2432,3753.0915235737
365,2583,3753.09152357389
366,36354,4578.40233469774
367,2997,11432.6714790114
368,6695,3753.09152448811
369,23407,18730.5769341494
370,47951,18730.5769341494
371,2674,3753.09152357389
372,5280,4578.40111140303
373,8590,3753.09152361912
374,49529,48985.6761630733
375,2567,4053.48996992169
376,1215,3753.09152357362
377,1854,11432.6714790114
378,1266,4578.40111428467
379,3215,3753.0915235737
380,2798,11432.6714790114
381,1540,3753.09152357389
382,1158,4578.40111125205
383,1583,4578.40111125206
384,2789,3753.09152357362
385,3055,4578.40111125206
386,4834,3753.09152369735
387,20717,17213.2157099936
388,1447,11432.6714790114
389,2533,4578.4011112521
390,2741,3753.0915235736
391,28148,4578.40111140303
392,1447,3753.09154194243
393,3920,11432.6714790114
394,4028,4578.40111130759
395,17352,4053.48996993966
396,4710,3753.09152357585
397,18189,4578.40111949556
398,13852,11432.6714790114
399,2684,3753.09152357442
400,3026,11432.6714790114
401,17869,18730.5902905201
402,20936,4053.48997005525
403,1199,3753.09152357389
404,61368,17213.2202254821
405,4044,11432.6714790114
406,2395,3753.09152357974
407,26734,4578.4012768274
408,6149,3753.09152391002
409,1769,4053.48996992157
410,5324,4053.48996997075
411,1676,4578.40111125205
412,2902,3753.0915235737
413,6264,3753.09152357442
414,3973,17213.2156257465
415,4773,3753.09152357974
416,1797,3753.09152357442
417,4881,11432.6714790114
418,57977,17213.2158547539
419,1539,11432.6714790114
420,2056,3753.09152357359
421,22025,3753.09152369735
422,2857,3753.09152357974
423,6014,4578.40111125481
424,1593,4053.48996992158
425,19028,4053.48998976067
426,2606,4578.40111125306
427,3688,4053.48996992247
428,855,4053.48996993966
429,16985,3753.09152369735
430,1519,3753.09152357358
431,6360,3753.09152369735
432,1374,3753.09152357358
433,4614,4578.40111236768
434,1411,11432.6714790114
435,21989,4053.49036840057
436,2353,3753.09152357389
437,1477,3753.09152357974
438,2673,3753.09152357359
439,17365,18730.5766866339
440,5225,3753.09152357442
441,1407,3753.09152357362
442,1240,3753.0915235736
443,1533,3753.09152357974
444,5350,3753.0915235736
445,2033,3753.09152357359
446,1629,18730.5902905201
447,9280,4578.40111236768
448,15495,11432.6714790114
449,1268,3753.09152357358
450,5325,3753.09152357389
451,12720,3753.09153033111
452,13658,3753.09154194243
453,2455,4053.48996992169
454,6431,3753.09152357974
455,5958,3753.09152369735
456,7458,3753.09152357442
457,2861,4578.40111125205
458,2447,4053.48996992822
459,3489,17213.2156257466
460,4330,4053.48996992402
461,2357,3753.0915235737
462,6616,4053.48997721997
463,1804,3753.09152357358
464,5026,3753.09152448811
465,1228,11432.6714790114
466,1804,3753.09152357442
467,5104,4053.48997028493
468,2453,3753.09152391002
469,1283,3753.09152357358
470,132626,48986.3860428864
471,1444,3753.09152357389
472,20980,4053.48998976067
473,12410,3753.09152605954
474,29509,4578.40111236768
475,822,4053.48996992158
476,1357,3753.0915235737
477,3893,3753.09152357389
478,8852,4053.48997028493
479,4219,4578.40111125206
480,27789,18730.5769341494
481,30353,3753.09154194243
482,3467,3753.0915235736
483,1355,3753.09152357358
484,2827,3753.09152357974
485,15868,4578.40111166247
486,18980,3753.09152357974
487,1889,3753.09152357362
488,16790,3753.09152361912
489,5076,4053.48996992247
490,5662,3753.09152359033
491,11311,4053.48998976067
492,6225,11432.6714790114
493,1214,3753.09152357358
494,2268,4053.48996992158
495,10680,4053.48997028493
496,2044,3753.0915235737
497,41014,11432.6714790114
498,133482,69589.4166538661
499,7206,11432.6714790114
500,1311,3753.09152357442
501,184133,69644.7344111053
502,1269,4053.48996992161
503,55644,18730.5769341494
504,1670,4053.48996992157
505,31371,17213.2281291271
506,1625,3753.09152357585
507,14407,4053.4899726065
508,1609,3753.09152357358
509,6032,4053.4899709093
510,4604,4578.4011112521
511,4681,3753.09152361912
512,75651,48985.6761630733
513,5858,3753.09152369735
514,1468,3753.09152357389
515,5963,3753.09152357389
516,6658,3753.09152369735
517,2106,4053.48996992157
518,3610,3753.0915235737
519,2385,3753.09152357389
520,1311,3753.09152357442
521,1185,3753.0915235736
522,5016,3753.09152357974
523,1214,3753.09152357358
524,4789,3753.09152359033
525,1225,3753.09152357359
526,8056,4578.40111949556
527,4667,4578.40111130759
528,7219,3753.09152391002
529,4674,3753.09152357442
530,1796,3753.09152357358
531,2868,11432.6714790114
532,22753,11432.6714790114
533,10503,3753.09152448811
534,3737,4053.48996992169
535,1304,17213.2156257748
536,1310,4578.40111125205
537,3508,3753.09152357442
538,1363,3753.09152357358
539,219333,49024.7076528509
540,2561,4578.40111125206
541,4805,3753.09152357974
542,1599,4578.40111125206
543,1731,3753.0915235737
544,2541,11432.6714790114
545,2681,4053.48996992157
546,5886,4578.40111140303
547,38269,17213.4667645992
548,1408,3753.09152357389
549,6572,3753.09152369735
550,1346,3753.09152357358
551,11344,3753.09154194243
552,5329,11432.6714790114
553,1664,4578.40233469774
554,47195,18730.5773623358
555,70276,69589.297844596
556,3423,4053.48996992157
557,25680,18730.5816901615
558,30049,18730.5766973615
559,13849,3753.09154194243
560,2983,3753.09152357362
561,30351,4053.4901165138
562,6824,4053.48996997075
563,1821,11432.6714790114
564,2329,3753.09152357362
565,10668,3753.09152357585
566,4905,3753.09152357585
567,2936,3753.09152357585
568,2658,11432.6714790114
569,3624,3753.09152448811
570,4325,3753.09152357585
571,3049,4053.48996997075
572,1348,3753.09152357362
573,1689,3753.09152357389
574,4041,3753.09152357974
575,47668,48985.6761630733
576,1353,11432.6714790114
577,28900,3753.09152605954
578,22089,4578.40117216381
579,1158,3753.09152357359
580,4770,4053.48997005525
581,37028,4578.40111428467
582,1889,3753.09152357358
583,7761,18730.5766850385
584,3752,3753.09152357585
585,30451,3753.09152448811
586,2436,11432.6714790114
587,4897,3753.09152357974
588,4785,4053.48996992822
589,25860,4578.40113366023
590,8777,17213.215625748
591,16369,4578.40117216381
592,18160,4578.40111140303
593,2407,3753.09152369735
594,3837,3753.0915235737
595,7551,4053.4899709093
596,2777,3753.09152357974
597,1944,4578.40111125205
598,1369,3753.09152357585
599,1334,3753.09152357389
600,1192,3753.09152357358
601,25463,4578.40156133253
602,3938,4053.48996993966
603,53766,17213.2156567393
604,1622,3753.09152357359
605,3871,3753.09152357585
606,14999,3753.09152448811
607,2423,4578.40111125242
608,1290,3753.09152357358
609,1465,11432.6714790114
610,149705,69592.0391540427
611,3468,3753.09152357585
612,1370,4053.48996992247
613,11828,3753.09152605954
614,10555,4578.40111166247
615,70386,18730.5902905201
616,6414,4053.48996997075
617,2200,3753.09152357359
618,2222,3753.0915235737
619,8437,3753.09152359033
620,3607,4053.48996993966
621,1884,3753.09152357362
622,3949,18730.5766849662
623,1400,3753.09152357442
624,1341,3753.0915235737
625,17605,11432.6714790114
626,3605,4578.40111130759
627,53355,17213.2202254821
628,2856,3753.09152357974
629,8704,4578.40111140303
630,17612,4578.40113366023
631,1535,4053.48996992157
632,3551,3753.09152359033
633,6956,3753.09152369735
634,499,4053.48996992402
635,1729,3753.09152357358
636,2988,3753.09152357974
637,1797,3753.09152357358
638,30271,17213.2281291271
639,4270,4053.48997005525
640,3566,3753.09152357358
641,1576,4578.40111125206
642,20898,4578.4012768274
643,2746,3753.09152357974
644,4336,4578.40111125219
645,2820,4578.40111125219
646,2158,3753.09152359033
647,11003,11432.6714790114
648,7764,4578.40111428467
649,1507,11432.6714790114
650,9033,69589.2792488682
651,3156,4053.48996993966
652,4997,4578.40111125956
653,9807,4578.40111130759
654,4963,3753.0915235737
655,20811,3753.09152369735
656,4426,3753.09152357358
657,4755,4053.48996997075
658,3811,3753.09152357442
659,13583,4578.40111236768
660,2539,3753.09152357585
661,1296,3753.09152357358
662,7460,4578.40111140303
663,36274,4578.40233469774
664,2069,3753.09152357389
665,2541,11432.6714790114
666,14068,3753.09152391002
667,1369,11432.6714790114
668,4884,17213.2156257465
669,37503,18730.5773623358
670,10525,18730.5766850385
671,1201,3753.09152357389
672,1813,4053.48996992157
673,47489,18732.5960379874
674,1440,4053.48996992161
675,22082,3753.09154194243
676,1186,4053.48996992158
677,1518,4578.40111125219
678,1750,3753.09152357585
679,2608,3753.09152357389
680,1612,4578.40111125242
681,1340,4053.48996992157
682,53179,4578.40113366023
683,68329,17213.2281291271
684,52302,18730.5816901615
685,20851,4578.4012768274
686,16257,3753.09152605954
687,7461,17213.2156259554
688,16456,4578.40111428467
689,3833,4578.40111125206
690,25727,4578.40113366023
691,1966,11432.6714790114
692,11815,4578.40111140303
693,60003,69589.297844596
694,2533,11432.6714790114
695,3277,3753.0915235737
696,13475,4578.40111236768
697,2294,4053.4899699219
698,1671,4053.4899699219
699,5828,3753.09152391002
700,1851,4578.40111125205
701,1723,3753.09152357358
702,16900,3753.09152448811
703,1636,3753.09152357442
704,3525,3753.09152359033
705,2980,11432.6714790114
706,1697,3753.09152357358
707,3177,4578.40111125205
708,1195,4578.40111125205
709,1849,3753.09152357389
710,2918,4578.40111125956
711,23157,4578.40111949556
712,5558,3753.09152357362
713,1311,3753.09152357358
714,5768,11432.6714790114
715,2901,3753.09152357974
716,1305,3753.0915235736
717,7199,4578.40111236768
718,4756,4053.48996997075
719,2647,4578.40111125481
720,12328,17213.2156371482
721,2652,4578.40111125206
722,7198,4053.48997005525
723,2360,3753.09152357359
724,9604,11432.6714790114
725,2502,3753.09152357358
726,4966,17213.2156257465
727,1764,3753.09152357585
728,1306,3753.09152357389
729,11653,11432.6714790114
730,3492,3753.09152357442
731,6316,3753.09152361912
732,10858,4578.40111140303
733,1157,3753.0915235736
734,121392,48985.9342680452
735,1254,4053.4899699219
736,59143,18730.5816901615
737,1826,3753.09152357389
738,1159,4053.48996992157
739,9485,4578.40111127248
740,24416,17213.2158547539
741,1157,3753.09152357585
742,2121,3753.09152357358
743,2111,3753.09152357358
744,1669,4053.4899699219
745,12881,3753.09152605954
746,14068,3753.09152357585
747,1834,4053.48996992161
748,1870,4053.48996992157
749,1569,4053.48996992169
750,2434,4578.40111125206
751,7604,4578.40111236768
752,2472,11432.6714790114
753,1262,4578.4011112521
754,8205,3753.09152369735
755,224678,49024.7076528509
756,1902,3753.09152391002
757,5099,4053.48996993966
758,6050,4578.40111140303
759,18060,3753.09152605954
760,7040,4578.40111140303
761,2431,4053.4899699219
762,5220,3753.09152357442
763,262,4578.40111236768
764,2410,3753.09152357359
765,4013,17213.2156257471
766,1328,3753.09152357358
767,8505,3753.09152391002
768,2375,11432.6714790114
769,5025,17213.2156257465
770,28235,3753.0915735053
771,3499,4578.40111125242
772,2592,4053.48996992402
773,6949,11432.6714790114
774,1471,3753.09152357442
775,11913,11432.6714790114
776,2868,3753.09152357362
777,1290,3753.09152357358
778,1611,3753.09152357389
779,2367,3753.0915235737
780,3590,3753.09152357442
781,61000,18730.6136687387
782,4710,17213.2156257465
783,2992,4578.40111125206
784,2501,4053.48996992157
785,3424,3753.09152359033
786,1864,3753.0915235737
787,8563,3753.09152448811
788,1202,3753.09152357442
789,1619,4053.48996992157
790,2117,4053.48996992157
791,2767,3753.09152357974
792,3167,4053.48996997075
793,1792,3753.09152357389
794,1245,4578.40111125206
795,4120,4053.48996993966
796,1517,3753.09152357358
797,3549,4053.48997005525
798,4531,11432.6714790114
799,7024,4578.40111166247
800,1901,3753.09152357585
801,3637,4578.40111125306
802,10577,4053.4899709093
803,1248,3753.09152357358
804,37443,4578.40117216381
805,300206,55133.0878691437
806,4624,11432.6714790114
807,38072,11432.6714790114
808,22507,18730.5769341494
809,36518,11432.6714790114
810,79504,69589.2793741646
811,1552,3753.0915235736
812,2479,3753.09152369735
813,9900,3753.09152361912
814,1331,3753.09152357358
815,40592,17213.216248253
816,1247,4578.40111949556
817,25746,3753.09154194243
818,1310,4053.48996992157
819,1693,4053.48996992169
820,1179,4053.48996992157
821,2384,4578.40111125956
822,1343,3753.0915235736
823,6068,3753.09152361912
824,3652,4053.48996992822
825,4966,3753.09152357442
826,1393,3753.09152357389
827,6137,3753.09152369735
828,1864,3753.0915235736
829,4650,3753.09152359033
830,1199,4053.48996992157
831,2411,4053.4899699219
832,21245,4578.40111166247
833,1798,4053.48996992157
834,1602,4053.48996992157
835,7182,3753.09152361912
836,74816,17213.2496134799
837,34756,18730.6136687387
838,17992,4578.40113366023
839,5045,3753.09152357389
840,2567,11432.6714790114
841,3317,4578.40111125205
842,3869,3753.09152369735
843,1973,4578.40111125205
844,15219,48985.6713475584
845,2033,3753.09152357362
846,24324,4578.40111140303
847,3360,4578.40111125205
848,4185,3753.0915235737
849,2676,3753.09152357974
850,62293,17213.4667645992
851,6000,3753.09152357585
852,9433,17213.2156371482
853,2409,3753.09152361912
854,2304,3753.09152357974
855,5347,3753.09152359033
856,1520,4053.48996992169
857,3768,4053.48996992247
858,7301,4578.40111125306
859,2837,11432.6714790114
860,11171,3753.09152357974
861,8219,3753.09152361912
862,7126,11432.6714790114
863,1503,4053.48996992157
864,2701,3753.09152357442
865,3894,4578.40111125219
866,2814,3753.0915235737
867,16151,4578.40113366023
868,2924,4053.48996992402
869,4754,17213.215625748
870,1778,3753.0915235737
871,4918,3753.09152357585
872,2395,3753.09152357389
873,8130,3753.09152357974
874,3820,3753.09152361912
875,4283,4578.40111125205
876,8488,4578.40111140303
877,1342,3753.09152357362
878,1561,3753.09152357389
879,3995,3753.09152357974
880,53470,17213.2202254821
881,2624,4053.48996992402
882,45071,4578.4012768274
883,8113,3753.09153033111
884,1977,3753.09152357358
885,7186,3753.09152357974
886,2008,3753.0915235736
887,1239,3753.09152357358
888,6413,3753.09152361912
889,5239,4578.40111125242
890,1699,3753.0915235736
891,2984,4053.48996992822
892,1692,4053.48996992157
893,19716,4578.40111428467
894,2245,4578.4012768274
895,1600,4053.48996992161
896,1648,11432.6714790114
897,33716,4578.40233469774
898,8570,3753.09152605954
899,1864,4053.48996992157
900,7497,3753.09152391002
901,2429,4578.40111125219
902,20791,17213.216248253
903,9714,17213.2156259554
904,1712,3753.09152357358
905,2316,3753.09152357358
906,731,4578.40117216381
907,17509,3753.09152361912
908,48349,11432.6714790114
909,11096,4053.48998976067
910,2429,3753.09152357389
911,8639,4053.48996997075
912,1991,4578.40111125219
913,43766,4578.40113366023
914,89015,48985.6731190685
915,58543,48986.3860428864
916,21359,18730.576689519
917,50371,69589.2792949617
918,18414,4578.40113366023
919,5986,3753.09152361912
920,20821,4578.40111140303
921,3663,4578.40111166247
922,10162,4053.48997005525
923,21344,3753.09153033111
924,1460,3753.09152357358
925,9919,4053.49002384983
926,9832,3753.09152391002
927,1862,3753.0915235736
928,5296,4578.40111127248
929,3130,3753.09152361912
930,3936,4053.4899726065
931,1205,4578.40111125205
932,1803,3753.09152361912
933,12042,3753.0915735053
934,11320,4053.4899726065
935,4257,4053.48996992247
936,16113,4578.40111428467
937,7706,3753.09152357974
938,12055,3753.09152448811
939,14000,3753.09152448811
940,1720,11432.6714790114
941,53190,17213.216248253
942,1735,3753.09152357362
943,2723,11432.6714790114
944,3439,11432.6714790114
945,1328,11432.6714790114
946,69463,18730.5902905201
947,17396,4578.40113366023
948,2914,17213.2156257467
949,1641,11432.6714790114
950,3725,3753.09152357974
951,7205,4578.40111127248
952,1841,4578.40117216381
953,8276,3753.09152359033
954,1908,11432.6714790114
955,19882,3753.09189252187
956,2494,11432.6714790114
957,3772,4578.40111125306
958,3599,3753.09152359033
959,20746,4578.4012768274
960,4291,17213.2156257471
961,1495,3753.09152357442
962,15354,3753.09153033111
963,1718,4578.40111125205
964,6002,17213.215625748
965,6729,11432.6714790114
966,1229,3753.09152357358
967,31351,4578.40111949556
968,185,4578.40117216381
969,38422,18730.5773623358
970,3137,4053.48996992402
971,6442,4053.49002384983
972,2620,3753.09152357358
973,16075,4578.40111428467
974,1323,3753.09152369735
975,1794,11432.6714790114
976,11967,3753.09152369735
977,2459,3753.09152357974
978,12733,3753.09152605954
979,2655,3753.09152605954
980,7583,3753.09152361912
981,7749,4053.48996993966
982,9699,4053.48997721997
983,26907,3753.09154194243
984,1215,3753.09152357442
985,3247,3753.09152357389
986,4909,4578.40111130759
987,1351,3753.09152357359
988,2567,3753.09152357362
989,13841,4578.40111428467
990,1548,3753.0915235736
991,5472,3753.09152357974
992,1226,3753.09152357358
993,3932,3753.09152359033
994,1273,3753.09152357358
995,9500,4053.48997028493
996,6396,3753.09152369735
997,11513,11432.6714790114
998,2607,3753.09152357362
999,3910,4578.4011112521
1000,1263,11432.6714790114
1001,1214,3753.09152605954
1002,6435,18730.5766849554
1003,1777,18730.5766849549
1004,3799,3753.09152357358
1005,609,4578.40111130759
1006,3054,4053.48996992402
1007,16237,4578.40111236768
1008,2814,3753.09152357358
1009,54341,11432.6714790114
1010,1685,3753.09152357358
1011,3110,3753.09152357362
1012,1424,4578.40111949556
1013,3209,11432.6714790114
1014,37163,17213.2156272896
1015,3792,4578.4011112521
1016,3472,3753.09152361912
1017,2443,3753.09152357585
1018,13929,3753.09152448811
1019,1574,3753.09152357974
1020,6883,4578.40111127248
1021,24318,4578.40117216381
1022,51761,18730.5773623358
1023,2968,17213.215625748
1024,2466,3753.09152357442
1025,9029,4578.40111428467
1026,7335,3753.09152391002
1027,1204,3753.0915235737
1028,37127,18730.5902905201
1029,29222,4578.40443692301
1030,5863,11432.6714790114
1031,25483,4053.4901165138
1032,8180,4578.40111130759
1033,10878,3753.09152369735
1034,6007,4053.4899726065
1035,17340,4053.48996992822
1036,2603,3753.09152357358
1037,12350,11432.6714790114
1038,13382,4053.4899726065
1039,39393,4578.4012768274
1040,1756,3753.09152357585
1041,5930,3753.09152369735
1042,5765,3753.09152357974
1043,9421,3753.09153033111
1044,4214,3753.09152359033
1045,2916,11432.6714790114
1046,43955,17213.2281291271
1047,1332,3753.09152357442
1048,2959,4053.48996992161
1049,6613,4578.40111125206
1050,410,4578.40111140303
1051,38868,4578.40111949556
1052,1590,3753.09152357358
1053,19745,4578.40111428467
1054,4948,4053.48997005525
1055,11594,4578.40111125956
1056,14433,4053.48996997075
1057,4815,3753.09152357389
1058,34763,17213.2156371482
1059,8648,4053.48996997075
1060,3480,11432.6714790114
1061,19756,17213.2156567393
1062,5024,11432.6714790114
1063,1991,3753.0915235737
1064,3080,4578.40111125205
1065,2571,4578.40111125206
1066,44914,4578.40113366023
1067,1295,4578.40111125206
1068,49926,48985.7069298688
1069,1607,3753.09152357389
1070,6354,4578.40111166247
1071,3733,4578.40111125205
