"Ob","RealWage","WageNew"
616,6414,4193.10505027524
620,3607,3827.94804398166
621,1884,2279.59848676181
623,1400,2936.12280825055
636,2988,3499.31101669372
637,1797,935.307774667933
640,3566,3258.98240629733
642,20898,26817.0799501389
645,2820,3538.30913851876
647,11003,13404.8556199921
650,9033,14324.6372941797
651,3156,3827.94804398166
652,4997,4998.82067205429
657,4755,5989.91633079116
661,1296,1657.71907577308
669,37503,42212.9289252727
670,10525,13779.3115700372
684,52302,51966.4492534493
689,3833,2769.4735695159
692,11815,10517.6606730999
693,60003,51391.5653730666
694,2533,2476.91304833274
696,13475,12705.4385944622
697,2294,1638.42582626144
700,1851,1231.80793249073
701,1723,999.93629080796
704,3525,3827.94804398166
709,1849,1638.42582626144
710,2918,3499.31101669372
716,1305,1277.23138585135
719,2647,4575.83424849127
720,12328,13992.7875900066
724,9604,7451.85798050527
726,4966,4766.14378497755
727,1764,1947.43367962385
731,6316,5989.91633079116
737,1826,1638.42582626144
742,2121,866.426915413947
747,1834,1385.91235108803
749,1569,2476.91304833274
751,7604,7936.83201980736
754,8205,2796.20542803665
755,224678,160117.033911004
757,5099,3827.94804398166
758,6050,6570.17114231004
760,7040,10517.6606730999
778,1611,2694.94173371417
779,2367,2476.91304833274
783,2992,4804.18433593056
788,1202,1785.05508224216
795,4120,3827.94804398166
796,1517,1657.71907577308
798,4531,3827.94804398166
799,7024,7216.37056837436
800,1901,3203.2089660319
802,10577,7936.83201980736
804,37443,11771.2563099409
805,300206,290963.798833615
806,4624,6748.03852862622
810,79504,54499.1305538435
818,1310,499.522472375825
821,2384,4998.82067205429
827,6137,6570.17114231004
829,4650,5468.28382002037
836,74816,64319.9165223343
837,34756,40861.2334580988
840,2567,2194.19204722894
845,2033,2279.59848676181
848,4185,3538.30913851876
849,2676,3499.31101669372
850,62293,80041.0490957732
857,3768,2936.12280825055
860,11171,3499.31101669372
862,7126,7864.36210203362
865,3894,5664.19566087349
869,4754,9700.87404146641
870,1778,3538.30913851876
889,5239,6162.78285775337
891,2984,3499.31101669372
896,1648,1938.70714875362
904,1712,1791.50681432229
913,43766,26824.1553201035
915,58543,79155.5872342235
920,20821,10517.6606730999
922,10162,10517.6606730999
924,1460,748.894087147852
925,9919,10590.6971494283
927,1862,2100.83612585289
928,5296,3827.94804398166
930,3936,7864.36210203362
932,1803,2549.25422715164
933,12042,18843.6612810233
935,4257,4194.29748300581
936,16113,8741.01305240522
938,12055,12705.4385944622
940,1720,1385.91235108803
944,3439,3827.94804398166
945,1328,1938.70714875362
946,69463,57775.1589328273
949,1641,999.93629080796
951,7205,5468.28382002037
954,1908,2100.83612585289
955,19882,23135.0482859851
961,1495,1785.05508224216
964,6002,12468.0234856073
965,6729,4998.82067205429
969,38422,32844.2039669047
972,2620,1657.71907577308
975,1794,2476.91304833274
976,11967,4599.29926840131
977,2459,4998.82067205429
979,2655,3720.09611534732
982,9699,9639.67887729713
988,2567,2279.59848676181
989,13841,8741.01305240522
990,1548,1277.23138585135
991,5472,4998.82067205429
993,3932,5468.28382002037
997,11513,15431.3897207574
1000,1263,3203.2089660319
1006,3054,3203.2089660319
1007,16237,12705.4385944622
1015,3792,2279.59848676181
1018,13929,12705.4385944622
1019,1574,2127.45287667887
1022,51761,32844.2039669047
1025,9029,22026.1321926784
1028,37127,28557.5143073979
1029,29222,17839.3049776222
1035,17340,8002.21157950824
1036,2603,1657.71907577308
1044,4214,3827.94804398166
1045,2916,3499.31101669372
1048,2959,5212.97744623753
1049,6613,4433.42838662275
1053,19745,22026.1321926784
1055,11594,12596.3299985995
1060,3480,3827.94804398166
1063,1991,1505.87237453897
1070,6354,7216.37056837436
1072,1261,3183.44614376125
1075,1450,2279.59848676181
1077,19188,15431.3897207574
1079,1435,3463.66695255146
1081,4385,3377.84393960207
1082,138206,91136.3355192602
1083,4193,4998.82067205429
1084,39683,15431.3897207574
1085,1350,1535.99436893874
1088,8671,7936.83201980736
1089,2847,1336.10182588477
1094,4847,5468.28382002037
1096,8269,5989.91633079116
1100,20966,18843.6612810233
1102,3806,1891.43171709362
1104,5348,3203.2089660319
1106,6073,6570.17114231004
1108,17889,4998.82067205429
1112,1244,2100.83612585289
1114,20885,45551.4298016556
1116,59791,51966.4492534493
1121,2629,2694.94173371417
1126,1766,866.426915413947
1131,54939,40433.0308787041
1132,1679,866.426915413947
1135,1428,2476.91304833274
1138,23232,24218.767340176
1139,1318,5009.74024507597
1142,2436,1938.70714875362
1148,5103,6570.17114231004
1154,12945,12705.4385944622
1162,2219,1891.43171709362
1164,6034,7936.83201980736
1169,36832,36703.4720328543
1175,2447,2100.83612585289
1177,4696,5555.99921393973
1181,4339,3849.76653524232
1185,8629,7216.37056837436
1191,3558,2476.91304833274
1192,1161,1425.13015611468
1195,1627,1277.23138585135
1197,8367,7216.37056837436
1200,1376,1324.05386773549
1201,8580,4575.83424849127
1202,2513,2100.83612585289
1205,48620,32844.2039669047
1209,5835,4194.29748300581
1210,50755,38122.9092164179
1216,4813,5468.28382002037
1217,21138,24218.767340176
1223,2666,3512.50628096338
1228,75918,69612.7840810029
1229,2526,3827.94804398166
1231,1336,1425.13015611468
1232,3809,6748.03852862622
1234,1381,1657.71907577308
1236,4725,3203.2089660319
1237,3379,3203.2089660319
1239,2728,1505.87237453897
1242,53253,62276.7623369698
1249,4911,4193.10505027524
1253,1207,1007.8324560619
1258,2912,2936.12280825055
1260,1802,1785.05508224216
1263,17300,16555.9137415109
1266,1370,1147.53662806605
1267,16341,15431.3897207574
1269,1845,2279.59848676181
1271,1641,821.632530540254
1273,2819,2624.18254599623
1274,3709,4998.82067205429
1277,2301,1657.71907577308
1278,1306,1938.70714875362
1279,2592,3849.76653524232
1280,6260,10569.0439154171
1281,3868,4194.29748300581
1288,65711,112243.281960573
1290,3569,4433.42838662275
1294,22364,37701.1708391252
1296,2033,1891.43171709362
1297,3779,2936.12280825055
1307,2656,4599.29926840131
1308,48702,29661.9220223353
1309,4047,3499.31101669372
1314,1627,1759.65695177134
1317,2517,4194.29748300581
1318,8346,7216.37056837436
1322,2502,3256.44219254777
1324,2682,2100.83612585289
1326,1206,3720.09611534732
1329,3784,3256.44219254777
1333,2345,1529.18964229053
1346,7547,11250.7187083574
1348,7512,7216.37056837436
1349,21143,9639.67887729713
1350,2439,2936.12280825055
1355,7165,9588.77722709832
1356,1598,4804.18433593056
1357,2546,2194.19204722894
1359,23981,29734.261483795
1360,7103,7216.37056837436
1364,3926,4766.14378497755
1369,1399,1791.50681432229
1370,1164,2549.25422715164
1375,2713,2279.59848676181
1377,5361,5212.97744623753
1380,7013,7325.08649767972
1383,27759,18843.6612810233
1384,3630,5989.91633079116
1385,1590,2100.83612585289
1390,1500,1535.99436893874
1391,4244,2559.19558302704
1394,1831,2476.91304833274
1401,3644,2100.83612585289
1402,98398,63608.3712132462
1406,1239,1785.05508224216
1407,4690,6162.78285775337
1410,4317,2694.94173371417
1412,1286,1791.50681432229
1417,2776,6162.78285775337
1419,79931,91136.3355192602
1425,14337,8741.01305240522
1430,3137,3827.94804398166
1432,14303,11552.1095699831
1434,16595,8741.01305240522
1439,28069,19833.1540675152
1440,6367,11332.5539603005
1441,3287,3256.44219254777
1443,8413,6570.17114231004
1445,3072,4804.18433593056
1446,14500,13992.7875900066
1450,20895,17040.8814580855
1459,29916,9588.77722709832
1464,1406,2100.83612585289
1468,4946,3499.31101669372
1473,1676,1785.05508224216
1475,1615,3203.2089660319
1479,2805,2936.12280825055
1481,3909,7936.83201980736
1482,19800,28557.5143073979
1485,1417,1070.47452047967
1490,4358,3827.94804398166
1496,9386,5989.91633079116
1497,2924,3203.2089660319
1499,1403,2127.45287667887
1503,7740,5051.6565180321
1504,43073,24290.6445709851
1505,4739,3849.76653524232
1507,2628,2327.2521473786
1519,49650,37701.1708391252
1527,2372,1938.70714875362
1529,5831,8753.73752637977
1530,2658,2549.25422715164
1537,34914,36417.0204509526
1539,20812,12705.4385944622
1548,6015,4599.29926840131
1549,1202,2476.91304833274
1552,2618,5989.91633079116
1564,2028,2816.89385541411
1566,4259,3203.2089660319
1568,1413,1385.91235108803
1569,31133,36417.0204509526
1571,8086,13201.3228172039
1573,17259,9588.77722709832
1574,5655,5468.28382002037
1576,1750,1147.53662806605
1579,14134,13034.13659099
1580,5934,7216.37056837436
1585,1416,1007.8324560619
1586,47873,29661.9220223353
1587,121169,91136.3355192602
1591,3264,3203.2089660319
1593,3455,2100.83612585289
1599,32530,29734.261483795
1602,2423,4433.42838662275
1604,11024,12705.4385944622
1607,3857,7325.08649767972
1609,1943,2694.94173371417
1611,40307,8741.01305240522
1613,1686,6828.92301688735
1615,1753,2368.07770012474
1620,1580,999.93629080796
1628,22144,18843.6612810233
1631,5904,9588.77722709832
1635,1729,2476.91304833274
1636,16613,4116.91610952579
1642,1193,1425.13015611468
1643,7590,9700.87404146641
1644,2388,1535.99436893874
1645,36121,19999.7082959688
1650,2303,1385.91235108803
1652,1367,3377.84393960207
1653,10568,9588.77722709832
1656,4975,4193.10505027524
1658,9136,10569.0439154171
1659,1624,3499.31101669372
1664,2524,2936.12280825055
1668,5796,7936.83201980736
1669,1628,1505.87237453897
1674,1610,2796.20542803665
1680,50899,40433.0308787041
1685,8255,8753.73752637977
1694,1737,2327.2521473786
1696,3523,2694.94173371417
1698,4668,1938.70714875362
1699,13355,18843.6612810233
1703,1487,3203.2089660319
1706,1439,2279.59848676181
1710,2925,1938.70714875362
1711,2675,4434.08977896631
1714,18502,16752.0906298163
1729,3676,4804.18433593056
1735,9213,5051.6565180321
1737,23891,42212.9289252727
1740,3682,4096.81120253294
1749,17343,12705.4385944622
1751,4797,2936.12280825055
1753,2351,3256.44219254777
1757,15187,8741.01305240522
1759,3320,4193.10505027524
1760,1754,2936.12280825055
1765,4592,2476.91304833274
1766,47326,57775.1589328273
1770,2331,2327.2521473786
1773,5973,4193.10505027524
1775,6464,4998.82067205429
1784,35802,31219.4886457675
1785,8574,10645.096003315
1788,3507,2769.4735695159
1793,5839,13992.7875900066
1796,1562,1324.05386773549
1797,1182,3203.2089660319
1801,8058,5555.99921393973
1814,2607,2127.45287667887
1818,1640,1425.13015611468
1827,3605,6448.81547261406
1834,2214,2476.91304833274
1855,3985,4194.29748300581
1856,3567,2368.07770012474
1865,2341,1785.05508224216
1881,1225,1791.50681432229
1887,3736,4599.29926840131
1890,6946,4193.10505027524
1900,7302,9588.77722709832
1908,10727,9588.77722709832
1915,1821,3827.94804398166
1917,3416,2279.59848676181
1921,26406,18843.6612810233
1922,3337,3499.31101669372
1926,80323,53653.8678725264
1927,195844,142664.495765083
1929,4792,6448.81547261406
1936,6240,5468.28382002037
1940,1472,3001.07735620319
1946,10451,8741.01305240522
1949,1302,933.828294533467
1950,76192,59490.3747874466
1959,2682,2694.94173371417
1961,13213,9639.67887729713
1965,11893,9274.82176788847
1973,4963,4575.83424849127
1979,2001,3499.31101669372
1981,2662,4193.10505027524
1989,4132,3203.2089660319
1990,4686,4998.82067205429
1992,7073,8753.73752637977
1993,4803,5555.99921393973
1996,1288,1178.66290849185
1997,3016,2936.12280825055
1998,2555,3827.94804398166
2004,5159,6162.78285775337
2007,17554,25686.3441913759
2009,149835,228202.152108941
2015,9602,7936.83201980736
2016,1407,2796.20542803665
2019,3198,2936.12280825055
2020,5292,4575.83424849127
2022,1324,2279.59848676181
2023,20836,18843.6612810233
2024,1782,1231.80793249073
2026,25970,14451.9994843805
2027,1751,1007.8324560619
2028,26071,29734.261483795
2032,1626,697.660221919956
2035,7224,7936.83201980736
2039,4983,12330.0947676541
2041,68095,21901.7491956573
2044,3504,5468.28382002037
2046,5810,5389.17751338492
2048,3613,2694.94173371417
2049,2556,1785.05508224216
2057,15903,17040.8814580855
2059,5469,2936.12280825055
2061,9401,2694.94173371417
2062,2227,2694.94173371417
2063,2715,3849.76653524232
2064,1323,2368.07770012474
2066,4764,5989.91633079116
2072,1613,1938.70714875362
2074,1697,1425.13015611468
2076,1200,2476.91304833274
2078,4446,4998.82067205429
2084,2168,3001.07735620319
2085,11164,9577.48136046362
2086,12762,8002.21157950824
2090,3150,3499.31101669372
2094,1811,999.93629080796
2095,1410,1007.8324560619
2098,1184,3720.09611534732
2100,4912,4998.82067205429
2101,11623,7936.83201980736
2106,2617,5051.6565180321
2109,9550,5468.28382002037
2110,3756,3827.94804398166
2115,3085,3203.2089660319
2121,14290,4998.82067205429
2123,3218,2279.59848676181
2125,2185,1324.05386773549
2128,18817,22026.1321926784
2129,8394,16555.9137415109
2134,1326,2796.20542803665
2140,3053,3001.07735620319
2149,1933,2035.8207803675
2153,36862,25686.3441913759
2179,2146,4194.29748300581
2184,12069,13992.7875900066
2188,3174,2100.83612585289
2190,38133,57775.1589328273
2195,4772,3849.76653524232
2211,5918,7216.37056837436
2215,11721,7936.83201980736
2216,5045,6714.31485311078
2218,2932,5664.19566087349
2220,1674,1324.05386773549
2222,1377,1791.50681432229
2226,1862,3001.07735620319
2231,11515,5989.91633079116
2236,6805,3827.94804398166
2240,2072,2476.91304833274
2241,2157,2936.12280825055
2242,1651,2279.59848676181
2243,2589,2694.94173371417
2244,1518,532.599042439426
2246,2667,2936.12280825055
2251,15550,11771.2563099409
2257,1766,1638.42582626144
2261,12143,11552.1095699831
2271,4263,4599.29926840131
2272,13539,12705.4385944622
2273,22233,9639.67887729713
2275,11885,11552.1095699831
2279,40743,45551.4298016556
2282,2474,2936.12280825055
2283,4233,8002.21157950824
2286,46723,6748.03852862622
2289,1473,2549.25422715164
2291,33637,15431.3897207574
2294,1462,2476.91304833274
2295,2011,2100.83612585289
2303,57048,44952.5572501566
2305,85397,59490.3747874466
2309,2498,2127.45287667887
2316,1990,4102.56016432341
2317,7014,8741.01305240522
2320,1742,1791.50681432229
2321,2877,6714.31485311078
2329,4879,4599.29926840131
2332,3639,4599.29926840131
2334,3501,5664.19566087349
2335,13030,10645.096003315
2338,3795,4804.18433593056
2339,31450,7216.37056837436
2341,11912,8240.2009569937
2350,7111,6570.17114231004
2351,6509,5989.91633079116
2354,29497,23135.0482859851
2356,27722,23135.0482859851
2369,1744,1785.05508224216
2373,24466,40433.0308787041
2374,2885,3499.31101669372
2375,19265,18184.246052193
2379,4065,3463.66695255146
2381,2491,3827.94804398166
2390,61054,57775.1589328273
2393,2921,2694.94173371417
2395,26766,32844.2039669047
2398,7025,10517.6606730999
2401,1279,2279.59848676181
2402,1687,650.809284210942
2403,2660,10429.7859290769
2431,2379,1505.87237453897
2433,6439,7936.83201980736
2434,2665,2694.94173371417
2440,2372,2476.91304833274
2441,3316,3499.31101669372
2444,2473,1938.70714875362
2447,2036,2936.12280825055
2448,6195,5555.99921393973
2449,2912,2100.83612585289
2455,1710,1178.66290849185
2459,1606,1007.8324560619
2460,3264,2624.18254599623
2465,108284,73433.9175844358
2471,1820,2476.91304833274
2476,4952,3827.94804398166
2483,1878,1070.47452047967
2491,1932,697.660221919956
2496,2436,3203.2089660319
2498,3907,2279.59848676181
2499,1378,2279.59848676181
2503,2071,8753.73752637977
2506,6335,5051.6565180321
2507,4899,3827.94804398166
2508,24566,12705.4385944622
2509,8233,3827.94804398166
2511,149595,125169.870169102
2512,2984,5212.97744623753
2513,1809,3377.84393960207
2515,2025,2279.59848676181
2516,12771,3377.84393960207
2517,3496,2936.12280825055
2521,2414,5051.6565180321
2528,4958,6714.31485311078
2536,9900,8741.01305240522
2540,26175,18843.6612810233
2541,1194,1178.66290849185
2545,2767,4193.10505027524
2546,1626,1277.23138585135
2548,7522,7216.37056837436
2551,2326,6162.78285775337
2554,6130,7216.37056837436
2557,18769,13992.7875900066
2561,18805,13992.7875900066
2563,25575,25704.5738016551
2564,1763,2694.94173371417
2566,1867,3203.2089660319
2570,11628,17040.8814580855
2571,13679,21043.0508143242
2576,5950,8002.21157950824
2577,2157,1785.05508224216
2578,31746,15431.3897207574
2582,40538,34475.6768393287
2585,2942,2936.12280825055
2588,7009,11332.5539603005
2589,3840,3827.94804398166
2592,34638,20865.3051589564
2598,11598,8741.01305240522
2600,112778,100856.74256795
2603,2689,2476.91304833274
2604,17861,19999.7082959688
2607,9417,6570.17114231004
2608,12268,8741.01305240522
2625,32446,18843.6612810233
2629,1449,1657.71907577308
2632,106070,112243.281960573
2638,27420,22026.1321926784
2652,1288,1007.8324560619
2657,2740,5212.97744623753
2674,1218,1657.71907577308
2679,3164,2936.12280825055
2684,11918,5051.6565180321
2685,7374,5989.91633079116
2687,3471,2694.94173371417
2691,45189,51966.4492534493
2692,1299,2694.94173371417
2693,1312,3849.76653524232
2695,41715,71702.7831604714
2696,1401,1535.99436893874
2702,3119,1324.05386773549
2710,2451,3203.2089660319
2713,1229,2476.91304833274
2716,6010,7562.29583137349
2717,1711,2127.45287667887
2720,2954,2694.94173371417
2728,1162,4096.81120253294
2732,3701,5555.99921393973
2738,6472,3258.98240629733
2739,1317,1089.17049886034
2740,51789,13992.7875900066
2744,1481,2279.59848676181
2747,12922,15431.3897207574
2749,1326,4547.602746909
2757,1693,1324.05386773549
2761,3422,3827.94804398166
2762,4739,2936.12280825055
2764,4885,4599.29926840131
2768,35205,8741.01305240522
2772,49787,26824.1553201035
2773,2002,3499.31101669372
2776,1163,1791.50681432229
2778,2583,2368.07770012474
2780,1175,1147.53662806605
2781,11513,16752.0906298163
2790,3512,4998.82067205429
2796,2941,2100.83612585289
2801,3224,4599.29926840131
2805,5869,5664.19566087349
2806,26509,13034.13659099
2817,42796,50044.7732762998
2822,4782,5212.97744623753
2828,9744,8741.01305240522
2833,2532,2279.59848676181
2836,18581,16329.6323726672
2839,1427,1385.91235108803
2840,3634,5468.28382002037
2844,4780,4599.29926840131
2845,22125,21901.7491956573
2847,11114,10645.096003315
2848,11592,10517.6606730999
2851,132440,91136.3355192602
2852,5963,3203.2089660319
2856,5023,3499.31101669372
2863,4995,10569.0439154171
2866,21988,21278.4456815444
2871,4903,9639.67887729713
2885,2833,4998.82067205429
2889,2404,2769.4735695159
2892,1974,1089.17049886034
2893,13155,10645.096003315
2894,6334,3538.30913851876
2899,2750,3001.07735620319
2901,3498,3849.76653524232
2911,13054,23135.0482859851
2913,58947,50044.7732762998
2915,4756,6570.17114231004
2916,6983,5989.91633079116
2918,1361,697.660221919956
2922,14016,11771.2563099409
2924,6723,8753.73752637977
2928,1658,933.828294533467
2929,8249,7216.37056837436
2933,3514,2327.2521473786
2940,32930,24218.767340176
2941,1269,5547.21067321895
2944,11943,8741.01305240522
2947,2799,3499.31101669372
2951,38486,31219.4886457675
2953,6017,13433.5640812929
2955,3702,4193.10505027524
2957,6421,5051.6565180321
2961,1383,1891.43171709362
2966,1552,4804.18433593056
2969,14408,15431.3897207574
2973,4610,8916.04489735103
2978,7341,5989.91633079116
2979,2878,2936.12280825055
2984,4621,5989.91633079116
2985,4601,5051.6565180321
2987,7474,7216.37056837436
2991,2446,2100.83612585289
2993,26677,51966.4492534493
2998,3156,4998.82067205429
2999,37763,39563.256024778
3002,4305,4599.29926840131
3003,7139,4575.83424849127
3004,4977,4194.29748300581
3011,4909,6174.56559826794
3012,2463,2694.94173371417
3017,26761,15431.3897207574
3023,1225,1231.80793249073
3025,23486,19833.1540675152
3030,2381,2936.12280825055
3032,9392,16555.9137415109
3033,1475,935.307774667933
3034,2662,5664.19566087349
3039,9585,5051.6565180321
3040,1238,804.976235708576
3043,1162,1277.23138585135
3048,10872,15431.3897207574
3049,1659,1505.87237453897
3050,1518,3499.31101669372
3052,4908,4193.10505027524
3055,1373,3001.07735620319
3058,2943,5881.07923395027
3059,2371,3849.76653524232
3060,2639,2279.59848676181
3061,143835,160117.033911004
3062,2848,2694.94173371417
3067,7918,3827.94804398166
3075,10902,15093.7526501903
3076,1845,2194.19204722894
3080,1838,2694.94173371417
3085,7255,5051.6565180321
3087,2801,999.93629080796
3088,11856,7216.37056837436
3096,6119,5051.6565180321
3103,1421,1231.80793249073
3104,4851,4998.82067205429
3107,2899,2100.83612585289
3108,2013,1070.47452047967
3111,1476,1657.71907577308
3112,391296,399619.983801251
3116,23724,8741.01305240522
3118,1443,1505.87237453897
3120,18775,28557.5143073979
3122,1281,821.632530540254
3123,4880,3827.94804398166
3124,6432,7216.37056837436
3126,4619,8205.77955676842
3128,2264,3001.07735620319
3131,4132,3499.31101669372
3132,8837,5989.91633079116
3146,63828,42212.9289252727
3152,7413,5051.6565180321
3154,2339,1639.27407165309
3158,1550,3849.76653524232
3161,3343,2476.91304833274
3164,2392,2936.12280825055
3165,3349,1070.47452047967
3169,24293,12705.4385944622
3171,19515,19999.7082959688
3173,1307,3203.2089660319
3177,10453,12705.4385944622
3179,1632,1505.87237453897
3180,1441,1947.43367962385
3182,7351,9639.67887729713
3183,37468,33013.3080038484
3184,3810,2559.19558302704
3185,2318,3849.76653524232
3190,1953,804.976235708576
3196,3828,5129.98406021573
3199,11644,9639.67887729713
3200,3064,3203.2089660319
3202,5569,9700.87404146641
3204,1402,1535.99436893874
3210,7009,3203.2089660319
3215,5147,4193.10505027524
3218,1869,1938.70714875362
3219,1647,2769.4735695159
3225,3975,2936.12280825055
3232,3861,6570.17114231004
3233,60215,57775.1589328273
3235,1658,876.038062755233
3238,1166,4096.81120253294
3240,4419,4998.82067205429
3245,1452,3256.44219254777
3248,16694,15431.3897207574
3252,4949,4193.10505027524
3257,483363,399619.983801251
3263,1573,1938.70714875362
3275,50953,80041.0490957732
3280,2821,2476.91304833274
3287,9849,8741.01305240522
3288,2490,2694.94173371417
3293,1450,1638.42582626144
3295,2529,1947.43367962385
3296,1166,1638.42582626144
3297,2968,2694.94173371417
3302,4601,3499.31101669372
3303,7430,3499.31101669372
3305,28788,44223.6926880087
3306,259251,313420.915917222
3316,14220,13992.7875900066
3317,24477,13992.7875900066
3319,25870,26824.1553201035
3320,2386,876.038062755233
3327,8353,6714.31485311078
3331,16174,13992.7875900066
3332,40681,7140.83374233204
3333,71970,46287.098605392
3334,1543,1231.80793249073
3337,16234,9588.77722709832
3339,9331,8741.01305240522
3343,4250,4194.29748300581
3344,30374,27995.8585318925
3347,5912,5989.91633079116
3351,2447,2279.59848676181
3352,1442,3538.30913851876
3360,15665,13517.7964094084
3361,7670,10429.7859290769
3364,1470,1947.43367962385
3374,35231,25704.5738016551
3378,1279,2694.94173371417
3380,5316,1891.43171709362
3383,39604,32844.2039669047
3387,39717,31219.4886457675
3390,4997,6492.62858571501
3391,24419,22026.1321926784
3399,9354,9577.48136046362
3402,1900,3849.76653524232
3411,5802,9639.67887729713
3412,28268,23371.2556082764
3415,18447,15431.3897207574
3416,3668,2694.94173371417
3428,1634,697.660221919956
3434,9803,20004.2733927731
3435,4847,4193.10505027524
3450,14302,23135.0482859851
3451,3551,5468.28382002037
3455,1326,1324.05386773549
3460,3879,4497.4805108372
3464,30821,17040.8814580855
3476,2321,2279.59848676181
3479,1468,2476.91304833274
3480,1458,1657.71907577308
3481,3628,4193.10505027524
3482,1329,1638.42582626144
3486,53085,26824.1553201035
3488,12939,5989.91633079116
3491,18706,12705.4385944622
3496,10413,8741.01305240522
3498,1887,1947.43367962385
3499,8612,8240.2009569937
3508,1425,2476.91304833274
3518,1423,1785.05508224216
3519,14638,17040.8814580855
3520,1295,2769.4735695159
3521,1991,935.307774667933
3523,9778,16010.3040142039
3525,8551,6570.17114231004
3529,3598,3203.2089660319
3530,18071,28557.5143073979
3531,1206,2936.12280825055
3532,4672,4193.10505027524
3538,34654,9639.67887729713
3539,3031,3203.2089660319
